x1, x2, x3, x4, x5, x6, f1, f2
3.20, 2.80, 2.56, 1.09, 2.56, 8.44, -59.59, 103.59
4.32, 1.47, 2.30, 2.45, 3.17, 8.66, -143.40, 117.21
4.24, 1.35, 1.32, 0.58, 4.62, 4.25, -140.12, 61.26
2.35, 0.80, 1.35, 0.92, 3.50, 6.92, -11.93, 69.04
0.86, 2.26, 3.44, 2.22, 2.29, 7.45, -52.95, 83.43
1.40, 1.61, 3.84, 1.06, 2.37, 5.97, -80.69, 61.65
2.41, 1.00, 3.76, 0.21, 3.54, 4.36, -121.43, 52.58
4.07, 1.83, 2.71, 3.74, 4.23, 5.32, -117.67, 87.38
1.29, 1.48, 2.55, 3.73, 2.97, 9.50, -16.82, 123.43
2.13, 3.27, 3.68, 2.20, 4.56, 2.29, -38.02, 59.57
2.37, 1.75, 1.88, 2.18, 3.04, 7.26, -10.26, 78.86
2.07, 2.20, 2.58, 1.48, 2.60, 9.69, -18.54, 118.60
0.64, 2.41, 3.69, 1.75, 1.31, 9.37, -83.45, 112.26
3.27, 1.95, 2.36, 1.39, 3.91, 3.80, -61.47, 51.80
3.58, 1.38, 2.54, 1.07, 3.37, 6.84, -88.89, 80.52
0.91, 1.99, 2.14, 0.94, 2.03, 9.04, -42.71, 96.07
0.10, 1.99, 3.94, 2.23, 4.50, 1.58, -129.76, 47.26
2.46, 0.55, 2.58, 1.03, 4.30, 3.03, -40.22, 41.75
2.23, 0.43, 2.82, 1.01, 2.77, 9.14, -36.45, 105.26
1.11, 2.91, 3.77, 1.52, 3.71, 6.17, -74.92, 78.12
2.15, 1.44, 4.00, 0.30, 2.07, 8.33, -125.45, 96.46
2.33, 0.74, 3.05, 3.27, 4.37, 2.70, -17.98, 52.46
1.43, 1.64, 3.67, 1.53, 1.95, 9.46, -52.39, 113.87
0.51, 2.48, 3.08, 2.41, 3.86, 7.97, -74.59, 100.18
1.25, 1.30, 1.89, 1.84, 3.06, 6.74, -22.42, 64.97
3.05, 2.86, 4.37, 1.61, 2.60, 8.65, -95.78, 120.75
3.34, 1.09, 2.66, 0.82, 4.80, 3.09, -88.18, 52.72
3.57, 1.50, 3.94, 0.72, 1.31, 9.54, -154.78, 123.85
0.72, 2.23, 1.50, 0.02, 3.73, 8.15, -52.27, 87.99
1.24, 3.00, 4.13, 1.51, 3.28, 7.30, -81.57, 93.90
1.42, 1.19, 4.87, 0.40, 4.74, 7.41, -217.18, 104.62
1.73, 3.12, 1.63, 1.17, 3.15, 5.27, -10.95, 54.57
0.90, 1.43, 3.59, 1.08, 4.87, 6.56, -102.74, 83.65
2.55, 1.94, 4.08, 1.55, 4.18, 3.18, -74.78, 56.89
1.21, 1.68, 2.00, 0.78, 4.88, 1.00, -41.03, 33.72
1.94, 2.34, 3.45, 1.84, 4.50, 7.18, -40.55, 96.29
4.14, 1.26, 3.07, 0.62, 4.50, 3.43, -176.14, 60.57
4.74, 1.24, 2.43, 0.33, 2.72, 8.20, -218.98, 104.69
1.06, 2.37, 2.13, 0.85, 3.68, 6.30, -42.14, 65.30
1.45, 0.60, 2.31, 1.72, 1.70, 9.69, -19.01, 107.51
4.16, 1.24, 3.74, 3.17, 3.66, 8.38, -129.36, 126.44
2.75, 0.46, 4.31, 0.81, 4.64, 3.19, -140.75, 58.69
1.85, 0.16, 2.02, 1.23, 1.50, 9.47, -12.14, 100.87
2.08, 2.35, 2.14, 1.99, 4.43, 2.70, -17.27, 45.29
2.36, 2.92, 1.84, 1.46, 4.96, 0.33, -24.35, 44.32
3.85, 1.56, 2.92, 3.64, 2.78, 9.17, -89.03, 130.75
3.13, 0.53, 2.28, 2.67, 2.47, 4.24, -39.05, 46.47
2.24, 3.13, 1.58, 1.47, 3.87, 4.21, -13.09, 52.18
0.54, 1.69, 3.44, 0.29, 4.25, 8.70, -145.56, 108.73
2.10, 3.47, 1.84, 1.24, 3.07, 5.83, -12.04, 64.77
3.02, 2.06, 4.16, 1.21, 3.16, 8.86, -108.99, 120.62
2.31, 0.95, 4.08, 2.39, 1.50, 9.18, -28.44, 115.12
2.05, 2.76, 4.24, 1.34, 1.91, 8.83, -75.50, 113.21
1.62, 1.08, 1.76, 1.02, 2.57, 5.04, -12.16, 39.87
0.77, 2.59, 3.40, 2.54, 4.57, 5.85, -62.94, 80.38
2.62, 2.62, 3.96, 2.53, 1.70, 6.38, -29.16, 79.30
2.28, 0.82, 2.47, 2.99, 4.36, 2.25, -16.78, 44.90
1.95, 2.00, 2.14, 0.20, 4.73, 9.59, -32.74, 126.80
2.05, 0.31, 3.58, 1.09, 4.49, 3.50, -71.20, 50.71
1.71, 2.57, 4.56, 1.45, 2.18, 9.93, -86.09, 135.78
4.39, 1.36, 2.02, 0.99, 4.01, 8.09, -161.12, 107.59
2.52, 2.89, 3.61, 1.54, 2.81, 9.79, -51.89, 133.90
2.78, 0.54, 1.89, 2.71, 3.93, 3.24, -27.08, 44.87
1.04, 1.52, 4.71, 0.26, 2.43, 9.20, -218.00, 116.17
3.12, 2.40, 1.23, 0.53, 2.47, 9.68, -34.57, 117.01
1.99, 2.50, 2.71, 0.86, 4.93, 1.34, -44.32, 44.34
1.29, 1.18, 2.52, 2.09, 4.72, 0.98, -35.59, 37.07
1.68, 2.25, 3.07, 2.39, 4.45, 9.50, -25.64, 133.18
0.77, 2.29, 3.20, 1.69, 1.91, 9.45, -64.70, 111.86
2.94, 0.96, 2.26, 2.65, 2.19, 8.79, -27.66, 103.77
1.49, 2.58, 2.84, 0.17, 4.96, 7.30, -72.38, 94.84
4.43, 1.50, 3.06, 2.17, 2.28, 4.51, -163.44, 61.41
3.05, 1.88, 3.49, 0.97, 2.10, 5.43, -85.41, 59.83
2.61, 1.77, 1.64, 0.98, 4.45, 1.46, -25.15, 35.57
2.89, 1.64, 3.00, 3.01, 1.25, 9.45, -24.09, 119.95
0.84, 2.06, 1.16, 0.15, 4.50, 4.42, -46.07, 46.06
1.81, 2.74, 2.98, 0.35, 4.63, 9.91, -66.71, 139.53
1.74, 2.49, 4.27, 0.61, 4.21, 7.08, -135.08, 95.64
3.55, 1.54, 2.41, 1.63, 3.93, 7.76, -79.78, 99.15
3.16, 1.41, 1.26, 0.26, 4.47, 9.13, -46.73, 116.89
3.51, 1.59, 2.76, 2.35, 4.11, 3.34, -74.97, 55.99
2.35, 2.08, 3.62, 0.78, 2.19, 6.80, -76.01, 74.58
2.00, 1.12, 2.55, 1.35, 3.86, 9.40, -25.87, 116.83
1.61, 0.87, 2.51, 0.39, 2.89, 9.96, -38.40, 117.42
2.36, 2.74, 3.19, 0.41, 3.88, 7.91, -73.82, 101.03
2.01, 2.95, 4.08, 2.78, 3.06, 6.11, -19.32, 83.76
1.06, 1.45, 4.28, 1.06, 1.47, 7.61, -115.41, 82.73
3.38, 0.93, 4.36, 0.43, 4.62, 8.04, -205.42, 117.42
3.55, 1.46, 1.31, 0.23, 3.69, 7.90, -69.01, 92.46
4.04, 1.59, 3.27, 0.68, 2.24, 5.07, -162.29, 60.67
3.96, 1.55, 4.28, 0.51, 4.50, 4.29, -238.71, 75.31
3.38, 1.76, 3.69, 2.35, 3.38, 5.46, -72.77, 74.88
1.89, 2.22, 2.16, 2.25, 3.81, 5.71, -12.34, 65.33
2.40, 0.16, 3.02, 3.47, 4.95, 3.32, -24.20, 62.48
1.47, 2.79, 4.26, 0.76, 3.92, 3.39, -127.60, 55.54
0.80, 1.30, 2.23, 0.69, 4.24, 9.12, -63.63, 108.93
1.60, 1.13, 3.00, 0.92, 2.61, 7.04, -45.39, 70.14
1.49, 2.20, 4.56, 0.01, 4.54, 9.08, -220.91, 130.89
1.80, 0.38, 1.78, 0.58, 2.40, 6.81, -12.79, 59.04
2.96, 1.69, 2.49, 2.09, 3.26, 9.39, -36.12, 120.90
1.27, 1.13, 3.44, 0.46, 2.05, 7.93, -89.77, 82.09
3.35, 2.04, 4.71, 0.90, 2.22, 9.41, -179.69, 131.94
3.11, 0.64, 3.66, 1.95, 4.89, 2.30, -77.72, 56.50
1.21, 1.27, 1.51, 0.14, 3.89, 5.36, -28.16, 49.31
2.48, 2.34, 2.46, 2.65, 4.79, 5.10, -23.94, 73.64
3.91, 1.85, 4.39, 0.39, 1.90, 7.29, -242.50, 94.87
3.09, 0.85, 2.79, 1.85, 3.12, 8.66, -50.56, 106.24
1.06, 2.10, 3.47, 0.68, 4.75, 7.95, -103.49, 103.80
4.10, 1.44, 2.38, 2.82, 4.11, 8.06, -122.97, 114.26
3.70, 1.82, 3.36, 1.62, 3.03, 6.05, -108.07, 76.74
3.03, 2.90, 4.33, 0.46, 4.27, 3.70, -176.80, 68.46
0.70, 1.62, 2.62, 1.81, 4.39, 7.21, -66.33, 84.46
0.43, 1.96, 3.03, 2.71, 4.79, 0.44, -82.89, 43.66
2.53, 2.35, 2.07, 1.82, 2.64, 8.87, -15.34, 105.15
0.55, 2.08, 2.60, 2.95, 4.80, 0.08, -69.49, 43.07
3.89, 1.57, 2.94, 2.77, 2.70, 7.02, -97.74, 90.40
1.20, 1.86, 2.95, 3.41, 1.58, 8.65, -17.48, 102.52
2.04, 3.69, 2.82, 0.61, 3.94, 8.67, -49.34, 116.75
1.30, 0.76, 3.92, 2.91, 3.12, 5.40, -28.34, 65.04
2.31, 0.11, 2.29, 0.15, 2.75, 9.34, -33.59, 105.31
1.95, 1.48, 4.29, 2.24, 1.81, 5.94, -34.30, 67.99
3.19, 2.30, 3.01, 1.31, 4.78, 7.89, -79.25, 111.38
3.74, 0.84, 2.63, 2.25, 2.36, 7.47, -87.22, 88.08
1.93, 3.71, 2.87, 2.96, 4.32, 5.92, -17.86, 88.26
4.37, 1.04, 4.56, 1.50, 3.12, 7.60, -224.99, 110.68
2.85, 2.45, 3.02, 0.19, 1.96, 9.30, -78.61, 113.68
2.92, 1.82, 4.09, 2.27, 4.29, 9.31, -60.78, 138.90
2.80, 0.89, 2.21, 0.60, 2.87, 7.53, -37.78, 78.82
1.68, 0.48, 2.95, 3.94, 3.94, 8.11, -13.52, 108.65
2.04, 1.06, 3.29, 3.81, 2.19, 9.17, -2.55, 119.41
2.92, 2.56, 4.29, 0.08, 2.58, 5.88, -190.45, 74.72
1.75, 1.15, 4.54, 1.48, 2.17, 8.41, -83.51, 102.55
2.02, 3.96, 3.61, 3.63, 3.37, 7.14, -10.40, 108.33
1.08, 2.51, 4.07, 2.69, 3.56, 6.75, -44.35, 89.47
2.77, 1.00, 1.79, 2.24, 1.96, 5.48, -18.76, 50.72
1.89, 0.17, 2.39, 0.06, 2.99, 6.49, -37.60, 60.37
1.64, 1.82, 3.64, 0.40, 1.43, 9.09, -93.60, 104.14
2.67, 2.46, 2.30, 2.13, 3.36, 8.78, -22.87, 111.43
0.72, 2.32, 4.41, 0.48, 4.27, 6.83, -195.42, 90.40
3.93, 1.23, 3.18, 3.60, 4.98, 9.92, -109.87, 163.25
3.72, 2.28, 4.39, 0.99, 4.73, 1.01, -191.82, 62.62
0.55, 2.35, 3.09, 3.50, 1.39, 9.35, -54.10, 117.02
1.35, 2.77, 1.89, 0.08, 2.34, 6.30, -24.92, 58.25
2.27, 1.27, 2.08, 2.25, 3.48, 6.32, -12.14, 68.24
3.57, 1.01, 2.17, 0.26, 2.05, 5.97, -82.48, 58.32
2.39, 1.44, 3.00, 1.47, 4.81, 1.44, -44.18, 44.11
1.93, 1.84, 4.70, 0.45, 2.51, 8.01, -175.71, 99.94
1.70, 1.84, 2.44, 0.85, 2.13, 6.66, -24.18, 61.78
3.83, 1.87, 3.68, 0.93, 2.45, 5.36, -153.76, 67.28
2.73, 2.21, 3.34, 3.64, 3.80, 3.80, -21.84, 65.56
0.41, 2.15, 2.07, 0.52, 4.74, 7.45, -91.00, 87.35
2.95, 2.49, 3.05, 3.65, 4.09, 8.82, -32.89, 132.01
1.56, 2.81, 4.27, 1.16, 4.92, 5.00, -107.24, 79.10
1.16, 1.93, 2.04, 1.70, 3.03, 6.59, -27.47, 64.77
0.81, 2.23, 2.50, 3.70, 3.69, 6.72, -43.09, 84.41
1.80, 2.97, 3.70, 0.94, 2.62, 6.06, -72.74, 70.20
2.71, 2.42, 2.14, 1.89, 3.87, 5.46, -26.70, 66.08
3.61, 2.19, 2.90, 0.47, 4.68, 4.01, -123.69, 64.49
1.64, 2.14, 2.56, 1.44, 4.16, 9.26, -29.15, 118.97
2.06, 2.24, 2.43, 1.26, 4.38, 3.72, -26.89, 49.75
1.54, 2.43, 2.58, 2.56, 2.01, 6.18, -11.57, 63.64
1.47, 1.44, 2.37, 1.24, 3.99, 7.26, -30.57, 80.04
2.15, 3.65, 3.30, 0.16, 1.99, 9.70, -82.71, 126.95
2.09, 1.57, 1.43, 1.36, 2.67, 7.86, -4.51, 79.60
1.12, 1.28, 3.04, 0.09, 2.22, 7.49, -84.87, 73.22
0.88, 2.47, 3.02, 3.42, 4.53, 5.38, -45.34, 77.14
1.46, 1.31, 1.61, 1.11, 4.91, 7.24, -26.14, 84.19
2.68, 2.17, 3.95, 1.58, 3.35, 6.20, -68.04, 79.63
2.46, 2.18, 2.42, 2.72, 2.17, 5.23, -9.93, 56.12
3.05, 2.76, 3.03, 0.05, 4.88, 2.10, -106.88, 54.32
1.63, 2.66, 3.04, 1.17, 4.59, 3.42, -50.04, 53.08
1.96, 3.95, 1.86, 1.88, 3.40, 7.72, -12.94, 97.58
4.32, 1.52, 3.79, 1.16, 3.52, 4.25, -203.28, 67.03
1.55, 2.55, 1.98, 1.10, 4.95, 9.51, -29.18, 129.01
3.85, 0.95, 2.63, 3.78, 4.86, 0.53, -101.40, 60.78
3.05, 2.18, 3.36, 0.14, 2.95, 6.59, -114.28, 77.46
1.67, 3.08, 4.35, 1.46, 1.77, 9.69, -76.90, 130.51
1.50, 2.79, 2.66, 0.94, 4.54, 8.52, -45.06, 111.22
3.88, 0.73, 3.66, 2.27, 4.36, 4.38, -122.29, 72.34
2.56, 0.86, 4.46, 1.13, 4.83, 3.67, -122.58, 65.23
4.85, 1.06, 4.00, 0.22, 3.72, 8.44, -340.03, 125.81
4.00, 1.32, 3.67, 1.01, 4.62, 1.09, -177.47, 54.82
2.84, 1.22, 1.87, 1.75, 3.04, 4.66, -26.27, 47.01
1.93, 2.90, 4.54, 0.20, 2.68, 8.05, -185.36, 104.85
2.64, 1.08, 4.74, 0.55, 2.15, 5.44, -177.99, 65.07
2.14, 3.12, 3.08, 3.24, 4.07, 6.45, -13.66, 92.47
3.65, 0.70, 3.15, 0.19, 2.46, 6.19, -138.76, 68.07
2.53, 3.05, 2.48, 1.00, 4.34, 5.41, -39.14, 70.99
1.95, 1.58, 4.19, 2.46, 3.05, 5.27, -28.65, 67.03
1.89, 1.76, 3.46, 0.99, 3.22, 6.76, -59.98, 75.67
1.78, 2.62, 3.28, 3.40, 4.76, 3.72, -17.62, 68.91
2.59, 2.89, 3.36, 1.58, 3.23, 5.51, -47.12, 69.69
3.43, 0.50, 4.16, 1.97, 4.77, 0.77, -108.74, 56.48
2.44, 2.45, 3.51, 0.62, 2.42, 7.40, -78.90, 85.36
0.39, 1.70, 3.40, 1.38, 2.71, 9.51, -107.10, 114.25
2.95, 2.23, 2.29, 3.19, 4.77, 3.71, -38.16, 65.70
2.23, 0.99, 3.53, 0.74, 4.91, 3.32, -85.67, 54.09
2.40, 0.79, 2.81, 0.58, 4.62, 0.89, -56.95, 36.73
2.33, 0.72, 4.14, 0.74, 2.50, 8.15, -111.22, 96.41
1.87, 0.37, 1.69, 1.40, 2.28, 8.85, -7.97, 91.93
0.80, 2.32, 4.88, 0.41, 4.92, 0.57, -245.03, 54.45
2.46, 1.73, 2.30, 2.12, 4.82, 2.34, -25.90, 47.54
2.24, 3.62, 1.52, 0.64, 4.53, 4.54, -19.57, 61.97
0.49, 2.06, 2.17, 2.96, 4.72, 8.73, -72.34, 116.52
4.02, 1.80, 2.75, 2.30, 2.15, 9.26, -111.97, 122.59
2.93, 0.99, 3.02, 1.56, 3.52, 5.55, -53.63, 64.35
3.88, 1.76, 2.08, 0.22, 3.06, 7.35, -109.38, 85.92
0.83, 1.62, 3.05, 3.10, 4.71, 2.28, -51.40, 49.63
2.45, 0.56, 2.26, 2.75, 3.61, 9.21, -16.37, 116.74
2.33, 0.70, 4.57, 0.47, 3.00, 6.16, -168.05, 74.04
3.45, 0.64, 2.68, 2.22, 2.37, 5.65, -65.50, 62.01
1.63, 2.47, 2.24, 0.10, 2.44, 7.60, -28.88, 77.57
2.63, 2.75, 2.17, 2.34, 2.96, 8.01, -18.30, 97.53
2.74, 2.84, 3.84, 3.08, 1.85, 8.51, -21.82, 115.59
2.95, 1.91, 2.90, 3.82, 2.16, 6.30, -24.22, 79.71
3.11, 1.29, 2.93, 1.71, 3.56, 8.60, -57.61, 109.50
1.88, 2.42, 3.19, 3.66, 3.71, 6.09, -8.40, 83.82
1.75, 2.68, 2.09, 0.75, 3.54, 9.12, -20.95, 110.90
1.54, 2.50, 3.85, 0.55, 4.84, 5.23, -117.05, 74.51
1.50, 3.37, 3.42, 3.60, 3.24, 8.26, -14.10, 116.99
3.05, 2.14, 3.83, 0.75, 2.80, 6.77, -115.63, 82.78
1.45, 2.24, 2.12, 2.76, 3.32, 4.89, -14.96, 54.21
4.54, 1.42, 2.12, 0.05, 3.23, 7.51, -186.08, 94.03
2.29, 3.34, 3.66, 2.02, 4.46, 5.66, -43.47, 85.80
1.80, 3.08, 2.95, 3.61, 2.41, 8.64, -4.76, 115.00
2.88, 0.56, 1.24, 0.31, 2.31, 4.39, -24.11, 34.87
3.95, 0.87, 4.18, 1.49, 4.98, 7.62, -176.15, 119.00
1.21, 2.81, 4.23, 0.85, 4.51, 3.51, -132.46, 60.66
4.57, 0.98, 2.19, 1.27, 4.83, 0.63, -191.20, 51.99
0.81, 2.46, 1.84, 2.58, 2.90, 5.86, -40.73, 59.48
4.43, 0.96, 2.63, 1.73, 2.64, 6.68, -165.16, 82.10
1.83, 0.50, 1.61, 0.49, 3.16, 9.97, -12.24, 115.73
2.22, 2.26, 4.06, 2.00, 2.57, 4.66, -41.33, 58.80
3.04, 1.13, 2.84, 1.26, 4.52, 1.49, -65.60, 42.82
2.86, 2.29, 1.52, 0.51, 1.62, 8.08, -22.23, 83.98
2.01, 2.48, 2.01, 0.52, 4.40, 2.49, -24.12, 40.08
3.46, 2.52, 3.20, 2.31, 4.52, 8.02, -79.87, 118.65
2.14, 1.65, 1.30, 0.14, 3.30, 9.11, -7.29, 102.96
3.23, 1.38, 4.35, 0.85, 3.50, 4.60, -156.31, 65.48
2.84, 2.00, 1.87, 0.95, 4.65, 6.57, -37.86, 81.20
2.18, 2.79, 3.32, 1.65, 2.24, 5.88, -32.74, 65.95
3.17, 1.53, 3.75, 1.86, 2.84, 5.69, -72.40, 70.37
1.65, 2.84, 3.64, 3.52, 2.17, 6.21, -6.78, 79.67
0.92, 2.38, 1.69, 2.03, 4.68, 8.87, -44.73, 114.12
3.14, 1.25, 3.40, 1.66, 4.82, 0.41, -79.49, 49.20
1.58, 0.80, 1.47, 1.21, 4.94, 0.90, -23.09, 31.93
4.54, 1.43, 3.22, 3.86, 4.08, 5.23, -171.06, 91.88
1.35, 0.67, 1.55, 0.90, 3.54, 9.45, -21.79, 107.31
2.48, 2.39, 3.15, 0.64, 3.71, 7.29, -65.63, 89.13
0.82, 1.99, 3.79, 1.06, 4.19, 3.14, -112.15, 47.50
2.32, 0.25, 4.45, 0.35, 2.14, 5.58, -165.68, 61.06
2.74, 1.05, 2.76, 0.31, 3.85, 9.51, -64.73, 121.57
2.03, 0.59, 3.38, 0.36, 4.54, 3.88, -89.32, 51.62
1.88, 2.79, 1.97, 0.79, 4.80, 2.67, -25.04, 45.95
4.18, 1.28, 3.70, 0.14, 2.70, 6.83, -230.68, 86.78
0.67, 2.23, 4.91, 0.16, 3.95, 8.66, -279.34, 120.23
1.53, 3.36, 3.64, 1.99, 3.09, 8.09, -39.90, 105.77
1.53, 2.46, 3.45, 0.43, 4.76, 3.50, -96.60, 55.45
2.94, 1.19, 3.50, 3.10, 4.18, 2.62, -37.84, 56.21
1.52, 1.83, 3.39, 2.23, 4.03, 7.38, -32.87, 92.95
1.02, 1.55, 2.09, 0.78, 1.63, 9.56, -37.07, 102.41
2.25, 1.73, 1.82, 1.73, 4.62, 1.41, -18.16, 37.70
3.07, 1.90, 2.67, 2.73, 4.29, 9.06, -43.82, 128.00
3.12, 0.88, 2.73, 0.50, 2.07, 7.47, -70.49, 78.23
1.32, 1.13, 3.69, 1.60, 4.99, 5.58, -69.90, 75.33
2.78, 1.37, 1.24, 0.76, 3.32, 8.37, -21.71, 92.89
1.08, 2.94, 3.54, 3.07, 3.92, 3.23, -36.18, 57.53
1.50, 2.62, 1.94, 2.72, 4.12, 3.86, -17.70, 52.21
2.26, 1.49, 3.14, 1.74, 4.85, 1.34, -40.04, 45.44
2.92, 1.65, 2.93, 3.22, 4.75, 3.66, -37.55, 66.18
1.59, 0.93, 2.66, 3.84, 2.15, 9.59, -6.85, 121.78
0.55, 2.19, 3.77, 2.47, 2.52, 7.40, -72.92, 86.51
1.00, 2.87, 4.02, 1.54, 4.55, 1.45, -93.13, 50.60
1.36, 1.72, 4.81, 0.14, 3.86, 7.39, -235.29, 97.59
0.61, 1.56, 2.62, 0.95, 4.17, 7.16, -83.30, 79.21
1.54, 3.45, 3.77, 0.67, 3.31, 4.71, -97.93, 62.11
2.93, 0.79, 2.43, 0.18, 2.30, 8.26, -54.47, 88.70
3.92, 1.16, 3.23, 1.21, 3.79, 6.19, -139.71, 81.27
3.53, 2.23, 2.53, 3.10, 1.90, 6.53, -61.03, 79.74
2.16, 0.11, 4.94, 0.07, 3.86, 5.07, -252.63, 69.79
2.01, 1.10, 2.16, 0.70, 2.49, 4.58, -17.59, 37.57
2.47, 0.49, 2.70, 1.33, 3.75, 8.93, -35.82, 109.21
1.63, 2.52, 1.95, 1.92, 4.10, 8.28, -17.24, 101.86
2.86, 1.36, 2.78, 3.16, 4.09, 4.54, -30.59, 65.11
1.10, 2.08, 2.91, 1.34, 3.12, 9.36, -50.83, 113.19
3.78, 2.03, 4.07, 0.78, 3.64, 7.15, -183.85, 99.95
2.51, 1.46, 3.74, 2.84, 3.44, 6.70, -22.68, 87.10
2.74, 0.93, 2.66, 3.24, 3.20, 7.10, -21.33, 86.65
3.10, 2.62, 2.12, 2.16, 4.56, 8.77, -47.80, 123.47
3.54, 1.05, 3.87, 1.50, 1.99, 8.92, -112.57, 114.38
1.56, 2.64, 3.50, 2.73, 3.55, 7.28, -21.84, 94.71
2.56, 0.33, 3.02, 3.26, 2.34, 6.51, -14.79, 74.33
4.15, 0.77, 1.82, 1.61, 4.81, 2.45, -135.24, 52.80
1.51, 0.53, 2.54, 2.82, 2.56, 7.16, -13.81, 74.76
3.10, 1.27, 3.61, 2.74, 4.77, 2.66, -55.67, 61.56
2.55, 2.91, 2.91, 0.73, 3.17, 7.45, -52.01, 89.60
3.39, 1.09, 4.35, 1.29, 2.82, 7.99, -134.55, 104.98
2.33, 1.23, 1.66, 1.64, 2.08, 7.82, -6.87, 77.93
2.01, 1.39, 2.72, 0.06, 4.07, 9.59, -55.73, 121.85
1.25, 3.16, 2.51, 2.36, 3.78, 5.52, -29.25, 68.18
2.96, 2.85, 2.31, 3.43, 3.18, 5.32, -29.17, 72.51
2.61, 3.27, 1.70, 2.28, 3.25, 8.79, -17.45, 113.44
3.32, 1.30, 3.02, 0.34, 2.38, 6.68, -100.48, 72.17
2.62, 1.49, 4.09, 2.71, 2.47, 6.90, -27.77, 86.88
0.28, 1.90, 3.75, 2.16, 4.92, 5.56, -114.78, 77.56
1.82, 0.98, 2.34, 0.13, 3.24, 5.36, -33.69, 48.96
4.57, 1.28, 3.65, 0.81, 4.27, 3.45, -247.51, 66.64
1.97, 3.11, 2.67, 2.73, 3.21, 4.23, -10.66, 56.39
2.49, 2.03, 4.06, 1.05, 2.55, 5.81, -89.88, 68.21
2.25, 2.77, 4.55, 0.58, 4.98, 6.01, -166.10, 94.76
2.78, 1.65, 3.38, 2.43, 4.37, 5.69, -40.63, 79.26
2.44, 1.82, 1.59, 0.43, 2.42, 8.57, -11.42, 91.27
3.25, 2.35, 2.71, 0.13, 4.64, 0.38, -96.19, 45.12
2.32, 1.95, 3.17, 3.94, 3.05, 9.26, -6.83, 129.84
1.85, 2.05, 4.02, 2.15, 3.12, 7.42, -36.33, 93.25
1.55, 3.32, 1.34, 0.37, 4.94, 9.95, -23.85, 138.73
3.14, 1.49, 2.23, 0.04, 3.20, 9.46, -61.10, 116.71
1.71, 1.97, 2.20, 2.21, 4.96, 1.22, -22.33, 42.54
2.68, 1.93, 2.12, 2.60, 4.91, 2.19, -29.41, 51.06
2.00, 3.81, 1.70, 1.18, 4.45, 7.33, -19.10, 96.33
4.70, 1.00, 2.36, 0.78, 3.11, 9.38, -206.11, 126.95
4.42, 1.38, 3.35, 2.47, 4.38, 2.13, -170.73, 62.44
1.63, 2.34, 1.95, 2.43, 2.84, 5.38, -9.07, 54.86
1.40, 1.43, 2.45, 0.04, 4.41, 3.33, -53.97, 40.56
2.51, 1.27, 2.24, 0.55, 4.27, 4.36, -35.93, 50.50
1.67, 3.17, 3.60, 1.00, 2.72, 8.48, -68.20, 106.14
3.43, 2.38, 3.42, 2.80, 3.17, 4.97, -64.34, 71.75
2.91, 1.81, 2.09, 3.01, 4.56, 9.68, -34.45, 139.76
4.39, 1.60, 1.99, 0.90, 2.23, 8.09, -154.10, 97.00
3.84, 1.36, 2.75, 0.20, 3.98, 3.47, -137.86, 52.11
2.67, 2.97, 3.17, 1.11, 4.66, 0.57, -64.59, 49.24
2.51, 3.28, 2.04, 0.01, 4.16, 2.95, -35.25, 47.19
3.09, 1.76, 3.41, 0.05, 4.68, 1.91, -134.14, 49.86
2.77, 1.00, 1.84, 1.97, 4.46, 1.47, -30.56, 37.96
4.14, 1.44, 3.22, 1.55, 4.99, 0.82, -160.44, 57.57
3.13, 2.53, 4.48, 1.11, 2.07, 8.28, -134.50, 110.30
1.69, 2.52, 3.44, 2.96, 3.22, 8.41, -14.03, 110.82
2.05, 2.07, 3.32, 0.63, 4.93, 6.05, -76.53, 80.82
1.74, 2.52, 3.54, 0.68, 2.31, 6.36, -74.79, 68.19
0.75, 1.43, 1.38, 0.51, 4.76, 2.58, -55.09, 34.08
2.09, 0.77, 1.96, 0.56, 2.05, 6.46, -13.67, 55.04
1.41, 2.30, 3.58, 1.13, 4.23, 9.96, -74.41, 138.48
1.77, 3.03, 3.26, 3.80, 3.58, 9.25, -9.23, 135.80
3.92, 1.19, 2.01, 1.73, 3.12, 6.71, -102.37, 78.59
2.17, 3.26, 2.12, 0.01, 2.77, 7.09, -25.49, 77.81
0.39, 1.91, 2.73, 3.02, 2.95, 4.95, -71.35, 53.52
1.85, 1.92, 1.42, 0.16, 3.72, 8.22, -10.58, 90.52
0.96, 2.41, 3.12, 3.91, 4.26, 2.48, -37.86, 56.01
1.88, 1.49, 4.79, 0.45, 2.92, 9.72, -185.11, 131.91
1.99, 3.26, 3.43, 2.46, 3.66, 9.03, -22.81, 127.31
1.78, 0.78, 2.56, 0.88, 3.21, 8.29, -31.18, 90.15
1.98, 3.05, 2.29, 2.61, 3.80, 5.56, -12.18, 70.58
1.25, 0.98, 2.63, 1.61, 4.37, 6.15, -41.50, 69.03
3.45, 1.01, 4.30, 0.32, 3.39, 8.61, -206.70, 117.10
1.31, 1.66, 2.41, 2.31, 3.43, 8.04, -23.69, 92.08
1.46, 1.72, 2.39, 2.30, 4.57, 6.98, -25.73, 85.78
4.26, 1.10, 3.96, 1.89, 3.96, 7.51, -176.33, 110.67
2.21, 1.33, 1.45, 0.37, 3.59, 4.12, -10.98, 38.75
